42164	1.75	0	-0.000130789	3	0	
42164	3.5	0	-0.000261578	3	0	
42164	5.25	0	-0.000392367	3	0	
42164	7	0	-0.000523156	3	0	
42164	8.75	0	-0.000653945	3	0	
42164	10.5	0	-0.000784734	3	0	
42164	12.25	0	-0.000915522	3	0	
42164	14	0	-0.00104631	3	0	
42164	15.75	0	-0.0011771	3	0	
42164	17.5	0	-0.00130789	3	0	
42164	19.25	0	-0.00143868	3	0	
42164	21	0	-0.00156947	3	0	
42164	22.75	0	-0.00170026	3	0	
42164	24.5	0	-0.00183104	3	0	
42164	26.25	0	-0.00196183	3	0	
42164	28	0	-0.00209262	3	0	
42164	29.75	0	-0.00222341	3	0	
42164	31.5	0	-0.0023542	3	0	
42164	33.25	0	-0.00248499	3	0	
42164	35	0	-0.00261578	3	0	
42164	36.75	0	-0.00274657	3	0	
42164	38.5	0	-0.00287736	3	0	
42164	40.25	0	-0.00300814	3	0	
42164	42	0	-0.00313893	3	0	
42164	43.75	0	-0.00326972	3	0	
42164	45.5	0	-0.00340051	3	0	
42164	47.25	0	-0.0035313	3	0	
42164	49	0	-0.00366209	3	0	
42164	50.75	0	-0.00379288	3	0	
42164	52.5	0	-0.00392367	3	0	
42164	54.25	0	-0.00405446	3	0	
42164	56	0	-0.00418524	3	0	
42164	57.75	0	-0.00431603	3	0	
42164	59.5	0	-0.00444682	3	0	
42164	61.25	0	-0.00457761	3	0	
42164	63	0	-0.0047084	3	0	
42163.9	64.75	0	-0.00483919	3	0	
42163.9	66.5	0	-0.00496998	3	0	
42163.9	68.25	0	-0.00510077	3	0	
42163.9	70	0	-0.00523155	3	0	
42163.9	71.75	0	-0.00536234	3	0	
42163.9	73.5	0	-0.00549313	3	0	
42163.9	75.25	0	-0.00562392	2.99999	0	
42163.9	77	0	-0.00575471	2.99999	0	
42163.9	78.75	0	-0.0058855	2.99999	0	
42163.9	80.4999	0	-0.00601629	2.99999	0	
42163.9	82.2499	0	-0.00614708	2.99999	0	
42163.9	83.9999	0	-0.00627786	2.99999	0	
42163.9	85.7499	0	-0.00640865	2.99999	0	
42163.9	87.4999	0	-0.00653944	2.99999	0	
42163.9	89.2499	0	-0.00667023	2.99999	0	
42163.9	90.9999	0	-0.00680102	2.99999	0	
42163.9	92.7499	0	-0.00693181	2.99999	0	
42163.9	94.4999	0	-0.0070626	2.99999	0	
42163.9	96.2499	0	-0.00719339	2.99999	0	
42163.9	97.9999	0	-0.00732417	2.99999	0	
42163.9	99.7499	0	-0.00745496	2.99999	0	
42163.9	101.5	0	-0.00758575	2.99999	0	
42163.9	103.25	0	-0.00771654	2.99999	0	
42163.9	105	0	-0.00784733	2.99999	0	
42163.9	106.75	0	-0.00797812	2.99999	0	
42163.9	108.5	0	-0.00810891	2.99999	0	
42163.8	110.25	0	-0.00823969	2.99999	0	
42163.8	112	0	-0.00837048	2.99999	0	
42163.8	113.75	0	-0.00850127	2.99999	0	
42163.8	115.5	0	-0.00863206	2.99999	0	
42163.8	117.25	0	-0.00876285	2.99999	0	
42163.8	119	0	-0.00889364	2.99999	0	
42163.8	120.75	0	-0.00902442	2.99999	0	
42163.8	122.5	0	-0.00915521	2.99999	0	
42163.8	124.25	0	-0.009286	2.99999	0	
42163.8	126	0	-0.00941679	2.99999	0	
42163.8	127.75	0	-0.00954758	2.99999	0	
42163.8	129.5	0	-0.00967837	2.99999	0	
42163.8	131.25	0	-0.00980916	2.99998	0	
42163.8	133	0	-0.00993994	2.99998	0	
42163.8	134.75	0	-0.0100707	2.99998	0	
42163.8	136.5	0	-0.0102015	2.99998	0	
42163.8	138.25	0	-0.0103323	2.99998	0	
42163.8	140	0	-0.0104631	2.99998	0	
42163.7	141.75	0	-0.0105939	2.99998	0	
42163.7	143.5	0	-0.0107247	2.99998	0	
42163.7	145.25	0	-0.0108555	2.99998	0	
42163.7	147	0	-0.0109862	2.99998	0	
42163.7	148.75	0	-0.011117	2.99998	0	
42163.7	150.5	0	-0.0112478	2.99998	0	
42163.7	152.25	0	-0.0113786	2.99998	0	
42163.7	154	0	-0.0115094	2.99998	0	
42163.7	155.75	0	-0.0116402	2.99998	0	
42163.7	157.5	0	-0.011771	2.99998	0	
42163.7	159.25	0	-0.0119018	2.99998	0	
42163.7	161	0	-0.0120326	2.99998	0	
42163.7	162.75	0	-0.0121633	2.99998	0	
42163.7	164.5	0	-0.0122941	2.99998	0	
42163.7	166.25	0	-0.0124249	2.99998	0	
42163.6	168	0	-0.0125557	2.99997	0	
42163.6	169.75	0	-0.0126865	2.99997	0	
42163.6	171.5	0	-0.0128173	2.99997	0	
42163.6	173.249	0	-0.0129481	2.99997	0	
42163.6	174.999	0	-0.0130789	2.99997	0	
42163.6	176.749	0	-0.0132096	2.99997	0	
42163.6	178.499	0	-0.0133404	2.99997	0	
42163.6	180.249	0	-0.0134712	2.99997	0	
42163.6	181.999	0	-0.013602	2.99997	0	
42163.6	183.749	0	-0.0137328	2.99997	0	
42163.6	185.499	0	-0.0138636	2.99997	0	
42163.6	187.249	0	-0.0139944	2.99997	0	
42163.6	188.999	0	-0.0141252	2.99997	0	
42163.5	190.749	0	-0.0142559	2.99997	0	
42163.5	192.499	0	-0.0143867	2.99997	0	
42163.5	194.249	0	-0.0145175	2.99997	0	
42163.5	195.999	0	-0.0146483	2.99997	0	
42163.5	197.749	0	-0.0147791	2.99997	0	
42163.5	199.499	0	-0.0149099	2.99996	0	
42163.5	201.249	0	-0.0150407	2.99996	0	
42163.5	202.999	0	-0.0151715	2.99996	0	
42163.5	204.749	0	-0.0153023	2.99996	0	
42163.5	206.499	0	-0.015433	2.99996	0	
42163.5	208.249	0	-0.0155638	2.99996	0	
42163.5	209.999	0	-0.0156946	2.99996	0	
42163.4	211.749	0	-0.0158254	2.99996	0	
42163.4	213.499	0	-0.0159562	2.99996	0	
